CPTCode,CPTLongDesc
J2710,"INJECTION, NEOSTIGMINE METHYLSULFATE, UP TO 0.5 MG"
J2720,"INJECTION, PROTAMINE SULFATE, PER 10 MG"
J2724,"INJECTION, PROTEIN C CONCENTRATE, INTRAVENOUS, HUMAN, 10 IU"
J2725,"INJECTION, PROTIRELIN, PER 250 MCG"
J2730,"INJECTION, PRALIDOXIME CHLORIDE, UP TO 1 GM"
J2760,"INJECTION, PHENTOLAMINE MESYLATE, UP TO 5 MG"
J2765,"INJECTION, METOCLOPRAMIDE HCL, UP TO 10 MG"
J2770,"INJECTION, QUINUPRISTIN/DALFOPRISTIN, 500 MG (150/350)"
J2778,"INJECTION, RANIBIZUMAB, 0.1 MG"
J2780,"INJECTION, RANITIDINE HYDROCHLORIDE, 25 MG"
J2783,"INJECTION, RASBURICASE, 0.5 MG"
J2785,"INJECTION, REGADENOSON, 0.1 MG"
J2786,"INJECTION, RESLIZUMAB, 1 MG"
J2787,"Riboflavin 5'-phosphate, ophthalmic solution, up to 3 mL"
J2788,"INJECTION, RHO D IMMUNE GLOBULIN, HUMAN, MINIDOSE, 50 MICROGRAMS (250 I.U.)"
J2790,"INJECTION, RHO D IMMUNE GLOBULIN, HUMAN, FULL DOSE, 300 MICROGRAMS (1500 I.U.)"
J2791,"INJECTION, RHO(D) IMMUNE GLOBULIN (HUMAN), (RHOPHYLAC), INTRAMUSCULAR OR INTRAVENOUS, 100 IU"
J2792,"INJECTION, RHO D IMMUNE GLOBULIN, INTRAVENOUS, HUMAN, SOLVENT DETERGENT, 100 IU"
J2793,"INJECTION, RILONACEPT, 1 MG"
J2794,"INJECTION, RISPERIDONE, LONG ACTING, 0.5 MG"
J2795,"INJECTION, ROPIVACAINE HYDROCHLORIDE, 1 MG"
J2796,"INJECTION, ROMIPLOSTIM, 10 MICROGRAMS"
J2797,"INJECTION, ROLAPITANT, 0.5 MG"
J2800,"INJECTION, METHOCARBAMOL, UP TO 10 ML"
J2805,"INJECTION, SINCALIDE, 5 MICROGRAMS"
J2810,"INJECTION, THEOPHYLLINE, PER 40 MG"
J2820,"INJECTION, SARGRAMOSTIM (GM-CSF), 50 MCG"
J2825,DELETED CODE
J2840,"INJECTION, SEBELIPASE ALFA, 1 MG"
J2850,"INJECTION, SECRETIN, SYNTHETIC, HUMAN, 1 MICROGRAM"
J2860,"INJECTION, SILTUXIMAB, 10 MG"
J2910,"INJECTION, AUROTHIOGLUCOSE, UP TO 50 MG"
J2912,"INJECTION, SODIUM CHLORIDE, 0.9%, PER 2 ML"
J2914,DELETED CODE
J2915,"INJECTION, SODIUM FERRIC GLUCONATE COMPLEX IN SUCROSE INJECTION, 62.5 MG"
J2916,"INJECTION, SODIUM FERRIC GLUCONATE COMPLEX IN SUCROSE INJECTION, 12.5 MG"
J2920,"INJECTION, METHYLPREDNISOLONE SODIUM SUCCINATE, UP TO 40 MG"
J2930,"INJECTION, METHYLPREDNISOLONE SODIUM SUCCINATE, UP TO 125 MG"
J2940,"INJECTION, SOMATREM, 1 MG"
J2941,"INJECTION, SOMATROPIN, 1 MG"
J2950,"INJECTION, PROMAZINE HCL, UP TO 25 MG"
J2970,"INJECTION, METHICILLIN SODIUM, UP TO 1 GM"
J2993,"INJECTION, RETEPLASE, 18.1 MG"
J2994,RETEPLASE DOUBLE BOLUS
J2995,"INJECTION, STREPTOKINASE, PER 250,000 IU"
J2996,ALTEPLASE RECOMBINANT INJ
J2997,"INJECTION, ALTEPLASE RECOMBINANT, 1 MG"
J3000,"INJECTION, STREPTOMYCIN, UP TO 1 GM"
J3005,STRONTIUM-89 CHLORIDE /10 ML
J3010,"INJECTION, FENTANYL CITRATE, 0.1 MG"
J3030,"INJECTION, SUMATRIPTAN SUCCINATE, 6 MG (CODE MAY BE USED FOR MEDICARE WHEN DRUG ADMINISTERED UNDER THE DIRECT SUPERVISION OF A PHYSICIAN, NOT FOR USE WHEN DRUG IS SELF ADMINISTERED)"
J3050,DELETED CODE
J3060,"INJECTION, TALIGLUCERASE ALFA, 10 UNITS"
J3070,"INJECTION, PENTAZOCINE, 30 MG"
J3080,"INJECTION, CHLORPROTHIXENE, UP TO 50 MG"
J3090,"INJECTION, TEDIZOLID PHOSPHATE, 1 MG"
J3095,"INJECTION, TELAVANCIN, 10 MG"
J3100,"INJECTION, TENECTEPLASE, 50MG"
J3101,"INJECTION, TENECTEPLASE, 1 MG"
J3105,"INJECTION, TERBUTALINE SULFATE, UP TO 1 MG"
J3110,"INJECTION, TERIPARATIDE, 10 MCG"
J3120,"INJECTION, TESTOSTERONE ENANTHATE, UP TO 100 MG"
J3121,"INJECTION, TESTOSTERONE ENANTHATE, 1 MG"
J3130,"INJECTION, TESTOSTERONE ENANTHATE, UP TO 200 MG"
J3140,"INJECTION, TESTOSTERONE SUSPENSION, UP TO 50 MG"
J3145,"INJECTION, TESTOSTERONE UNDECANOATE, 1 MG"
J3150,"INJECTION, TESTOSTERONE PROPIONATE, UP TO 100 MG"
J3180,DELETED CODE
J3230,"INJECTION, CHLORPROMAZINE HCL, UP TO 50 MG"
J3240,"INJECTION, THYROTROPIN ALPHA, 0.9 MG, PROVIDED IN 1.1 MG VIAL"
J3243,"INJECTION, TIGECYCLINE, 1 MG"
J3245,"INJECTION, TILDRAKIZUMAB, 1 MG"
J3246,"INJECTION, TIROFIBAN HCL, 0.25 MG"
J3250,"INJECTION, TRIMETHOBENZAMIDE HCL, UP TO 200 MG"
J3260,"INJECTION, TOBRAMYCIN SULFATE, UP TO 80 MG"
J3262,"INJECTION, TOCILIZUMAB, 1 MG"
J3265,"INJECTION, TORSEMIDE, 10 MG/ML"
J3270,"INJECTION, IMIPRAMINE HCL, UP TO 25 MG"
J3280,"INJECTION, THIETHYLPERAZINE MALEATE, UP TO 10 MG"
J3285,"INJECTION, TREPROSTINIL, 1 MG"
J3300,"INJECTION, TRIAMCINOLONE ACETONIDE, PRESERVATIVE FREE, 1 MG"
J3301,"INJECTION, TRIAMCINOLONE ACETONIDE, NOT OTHERWISE SPECIFIED, 10 MG"
J3302,"INJECTION, TRIAMCINOLONE DIACETATE, PER 5 MG"
J3303,"INJECTION, TRIAMCINOLONE HEXACETONIDE, PER 5 MG"
J3304,"INJECTION, TRIAMCINOLONE ACETONIDE, PRESERVATIVE-FREE, EXTENDED-RELEASE, MICROSPHERE FORMULATION, 1 MG"
J3305,"INJECTION, TRIMETREXATE GLUCURONATE, PER 25 MG"
J3310,"INJECTION, PERPHENAZINE, UP TO 5 MG"
J3315,"INJECTION, TRIPTORELIN PAMOATE, 3.75 MG"
J3316,"INJECTION, TRIPTORELIN, EXTENDED-RELEASE, 3.75 MG"
J3320,"INJECTION, SPECTINOMYCIN DIHYDROCHLORIDE, UP TO 2 GM"
J3340,DELETED CODE
J3350,"INJECTION, UREA, UP TO 40 GM"
J3355,"INJECTION, UROFOLLITROPIN, 75 IU"
J3357,"USTEKINUMAB, FOR SUBCUTANEOUS INJECTION, 1 MG"
J3358,"USTEKINUMAB, FOR INTRAVENOUS INJECTION, 1 MG"
J3360,"INJECTION, DIAZEPAM, UP TO 5 MG"
J3364,"INJECTION, UROKINASE, 5000 IU VIAL"
J3365,"INJECTION, IV, UROKINASE, 250,000 I.U. VIAL"
J3370,"INJECTION, VANCOMYCIN HCL, 500 MG"
J3380,"INJECTION, VEDOLIZUMAB, 1 MG"
J3385,"INJECTION, VELAGLUCERASE ALFA, 100 UNITS"
J3390,"INJECTION, METHOXAMINE HCL, UP TO 20 MG"
J3395,"INJECTION, VERTEPORFIN, 15MG"
J3396,"INJECTION, VERTEPORFIN, 0.1 MG"
J3397,"INJECTION, VESTRONIDASE ALFA-VJBK, 1 MG"
J3398,"INJECTION, VORETIGENE NEPARVOVEC-RZYL, 1 BILLION VECTOR GENOMES"
J3400,"INJECTION, TRIFLUPROMAZINE HCL, UP TO 20 MG"
J3410,"INJECTION, HYDROXYZINE HCL, UP TO 25 MG"
J3411,"INJECTION, THIAMINE HCL, 100 MG"
J3415,"INJECTION, PYRIDOXINE HCL, 100 MG"
J3420,"INJECTION, VITAMIN B-12 CYANOCOBALAMIN, UP TO 1000 MCG"
J3430,"INJECTION, PHYTONADIONE (VITAMIN K), PER 1 MG"
J3450,"INJECTION, MEPHENTERMINE SULFATE, UP TO 30 MG"
J3465,"INJECTION, VORICONAZOLE, 10 MG"
J3470,"INJECTION, HYALURONIDASE, UP TO 150 UNITS"
J3471,"INJECTION, HYALURONIDASE, OVINE, PRESERVATIVE FREE, PER 1 USP UNIT (UP TO 999 USP UNITS)"
J3472,"INJECTION, HYALURONIDASE, OVINE, PRESERVATIVE FREE, PER 1000 USP UNITS"
J3473,"INJECTION, HYALURONIDASE, RECOMBINANT, 1 USP UNIT"
J3475,"INJECTION, MAGNESIUM SULFATE, PER 500 MG"
J3480,"INJECTION, POTASSIUM CHLORIDE, PER 2 MEQ"
J3485,"INJECTION, ZIDOVUDINE, 10 MG"
J3486,"INJECTION, ZIPRASIDONE MESYLATE, 10 MG"
J3487,"INJECTION, ZOLEDRONIC ACID (ZOMETA), 1 MG"
J3488,"INJECTION, ZOLEDRONIC ACID (RECLAST), 1 MG"
J3489,"INJECTION, ZOLEDRONIC ACID, 1 MG"
J3490,UNCLASSIFIED DRUGS
J3500,DELETED CODE
J3520,"EDETATE DISODIUM, PER 150 MG"
J3530,NASAL VACCINE INHALATION
J3535,DRUG ADMINISTERED THROUGH A METERED DOSE INHALER
J3540,DELETED CODE
J3550,DELETED CODE
J3560,DELETED CODE
J3570,"LAETRILE, AMYGDALIN, VITAMIN B17"
J3590,UNCLASSIFIED BIOLOGICS
J3591,UNCLASSIFIED DRUG OR BIOLOGICAL USED FOR ESRD ON DIALYSIS
J6015,DELETED CODE
J7010,DELETED CODE
J7020,DELETED CODE
J7030,"INFUSION, NORMAL SALINE SOLUTION , 1000 CC"
J7040,"INFUSION, NORMAL SALINE SOLUTION, STERILE (500 ML = 1 UNIT)"
J7042,5% DEXTROSE/NORMAL SALINE (500 ML = 1 UNIT)
J7050,"INFUSION, NORMAL SALINE SOLUTION, 250 CC"
J7051,"STERILE SALINE OR WATER, UP TO 5 CC"
J7060,5% DEXTROSE/WATER (500 ML = 1 UNIT)
J7070,"INFUSION, D5W, 1000 CC"
J7080,DELETED CODE
J7090,DELETED CODE
J7100,"INFUSION, DEXTRAN 40, 500 ML"
J7110,"INFUSION, DEXTRAN 75, 500 ML"
J7120,"RINGERS LACTATE INFUSION, UP TO 1000 CC"
J7121,"5% DEXTROSE IN LACTATED RINGERS INFUSION, UP TO 1000 CC"
J7130,"HYPERTONIC SALINE SOLUTION, 50 OR 100 MEQ, 20 CC VIAL"
J7131,"HYPERTONIC SALINE SOLUTION, 1 ML"
J7140,DELETED CODE
J7150,DELETED CODE
J7170,"INJECTION, EMICIZUMAB-KXWH, 0.5 MG"
J7175,"INJECTION, FACTOR X, (HUMAN), 1 I.U."
J7177,"INJECTION, HUMAN FIBRINOGEN CONCENTRATE (FIBRYGA), 1 MG"
J7178,"INJECTION, HUMAN FIBRINOGEN CONCENTRATE, NOT OTHERWISE SPECIFIED, 1 MG"
J7179,"INJECTION, VON WILLEBRAND FACTOR (RECOMBINANT), (VONVENDI), 1 I.U. VWF:RCO"
J7180,"INJECTION, FACTOR XIII (ANTIHEMOPHILIC FACTOR, HUMAN), 1 I.U."
J7181,"INJECTION, FACTOR XIII A-SUBUNIT, (RECOMBINANT), PER IU"
J7182,"INJECTION, FACTOR VIII, (ANTIHEMOPHILIC FACTOR, RECOMBINANT), (NOVOEIGHT), PER IU"
J7183,"INJECTION, VON WILLEBRAND FACTOR COMPLEX (HUMAN), WILATE, 1 I.U. VWF:RCO"
J7184,"INJECTION, VON WILLEBRAND FACTOR COMPLEX (HUMAN), WILATE, PER 100 IU VWF:RCO"
J7185,"INJECTION, FACTOR VIII (ANTIHEMOPHILIC FACTOR, RECOMBINANT) (XYNTHA), PER I.U."
J7186,"INJECTION, ANTIHEMOPHILIC FACTOR VIII/VON WILLEBRAND FACTOR COMPLEX (HUMAN), PER FACTOR VIII I.U."
J7187,"INJECTION, VON WILLEBRAND FACTOR COMPLEX (HUMATE-P), PER IU VWF:RCO"
J7188,"INJECTION, FACTOR VIII (ANTIHEMOPHILIC FACTOR, RECOMBINANT), (OBIZUR), PER I.U."
J7189,"FACTOR VIIA (ANTIHEMOPHILIC FACTOR, RECOMBINANT), PER 1 MICROGRAM"
J7190,"FACTOR VIII (ANTIHEMOPHILIC FACTOR, HUMAN) PER I.U."
J7191,"FACTOR VIII (ANTIHEMOPHILIC FACTOR (PORCINE)), PER I.U."
J7192,"FACTOR VIII (ANTIHEMOPHILIC FACTOR, RECOMBINANT) PER I.U., NOT OTHERWISE SPECIFIED"
J7193,"FACTOR IX (ANTIHEMOPHILIC FACTOR, PURIFIED, NON-RECOMBINANT) PER I.U."
J7194,"FACTOR IX, COMPLEX, PER I.U."
J7195,"INJECTION, FACTOR IX (ANTIHEMOPHILIC FACTOR, RECOMBINANT) PER IU, NOT OTHERWISE SPECIFIED"
J7196,"INJECTION, ANTITHROMBIN RECOMBINANT, 50 I.U."
J7197,"ANTITHROMBIN III (HUMAN), PER I.U."
J7198,"ANTI-INHIBITOR, PER I.U."
J7199,"HEMOPHILIA CLOTTING FACTOR, NOT OTHERWISE CLASSIFIED"
J7200,"INJECTION, FACTOR IX, (ANTIHEMOPHILIC FACTOR, RECOMBINANT), RIXUBIS, PER IU"
J7201,"INJECTION, FACTOR IX, FC FUSION PROTEIN, (RECOMBINANT), ALPROLIX, 1 I.U."
J7202,"INJECTION, FACTOR IX, ALBUMIN FUSION PROTEIN, (RECOMBINANT), IDELVION, 1 I.U."
J7203,"INJECTION FACTOR IX, (ANTIHEMOPHILIC FACTOR, RECOMBINANT), GLYCOPEGYLATED, (REBINYN), 1 IU"
J7205,"INJECTION, FACTOR VIII FC FUSION PROTEIN (RECOMBINANT), PER IU"
J7207,"INJECTION, FACTOR VIII, (ANTIHEMOPHILIC FACTOR, RECOMBINANT), PEGYLATED, 1 I.U."
J7208,"Injection, factor viii, (antihemophilic factor, recombinant), pegylated-aucl, (jivi), 1 i.u."
J7209,"INJECTION, FACTOR VIII, (ANTIHEMOPHILIC FACTOR, RECOMBINANT), (NUWIQ), 1 I.U."
J7210,"INJECTION, FACTOR VIII, (ANTIHEMOPHILIC FACTOR, RECOMBINANT), (AFSTYLA), 1 I.U."
J7211,"INJECTION, FACTOR VIII, (ANTIHEMOPHILIC FACTOR, RECOMBINANT), (KOVALTRY), 1 I.U."
J7296,"LEVONORGESTREL-RELEASING INTRAUTERINE CONTRACEPTIVE SYSTEM, (KYLEENA), 19.5 MG"
J7297,"LEVONORGESTREL-RELEASING INTRAUTERINE CONTRACEPTIVE SYSTEM (LILETTA), 52 MG"
J7298,"LEVONORGESTREL-RELEASING INTRAUTERINE CONTRACEPTIVE SYSTEM (MIRENA), 52 MG"
J7300,INTRAUTERINE COPPER CONTRACEPTIVE
J7301,"LEVONORGESTREL-RELEASING INTRAUTERINE CONTRACEPTIVE SYSTEM (SKYLA), 13.5 MG"
J7302,"LEVONORGESTREL-RELEASING INTRAUTERINE CONTRACEPTIVE SYSTEM, 52 MG"
J7303,"CONTRACEPTIVE SUPPLY, HORMONE CONTAINING VAGINAL RING, EACH"
J7304,"CONTRACEPTIVE SUPPLY, HORMONE CONTAINING PATCH, EACH"
J7306,"LEVONORGESTREL (CONTRACEPTIVE) IMPLANT SYSTEM, INCLUDING IMPLANTS AND SUPPLIES"
J7307,"ETONOGESTREL (CONTRACEPTIVE) IMPLANT SYSTEM, INCLUDING IMPLANT AND SUPPLIES"
J7308,"AMINOLEVULINIC ACID HCL FOR TOPICAL ADMINISTRATION, 20%, SINGLE UNIT DOSAGE FORM (354 MG)"
J7309,"METHYL AMINOLEVULINATE (MAL) FOR TOPICAL ADMINISTRATION, 16.8%, 1 GRAM"
J7310,"GANCICLOVIR, 4.5 MG, LONG-ACTING IMPLANT"
J7311,"FLUOCINOLONE ACETONIDE, INTRAVITREAL IMPLANT"
J7312,"INJECTION, DEXAMETHASONE, INTRAVITREAL IMPLANT, 0.1 MG"
J7313,"INJECTION, FLUOCINOLONE ACETONIDE, INTRAVITREAL IMPLANT, 0.01 MG"
J7315,"MITOMYCIN, OPHTHALMIC, 0.2 MG"
J7316,"INJECTION, OCRIPLASMIN, 0.125 MG"
J7317,"SODIUM HYALURONATE, PER 20 TO 25 MG DOSE FOR INTRA-ARTICULAR INJECTION"
J7318,"HYALURONAN OR DERIVATIVE, DUROLANE, FOR INTRA-ARTICULAR INJECTION, 1 MG"
J7319,"HYALURONAN (SODIUM HYALURONATE) OR DERIVATIVE, INTRA-ARTICULAR INJECTION, PER INJECTION"
J7320,"HYALURONAN OR DERIVITIVE, GENVISC 850, FOR INTRA-ARTICULAR INJECTION, 1 MG"
J7321,"HYALURONAN OR DERIVATIVE, HYALGAN, SUPARTZ OR VISCO-3, FOR INTRA-ARTICULAR INJECTION, PER DOSE"
J7322,"HYALURONAN OR DERIVATIVE, HYMOVIS, FOR INTRA-ARTICULAR INJECTION, 1 MG"
J7323,"HYALURONAN OR DERIVATIVE, EUFLEXXA, FOR INTRA-ARTICULAR INJECTION, PER DOSE"
J7324,"HYALURONAN OR DERIVATIVE, ORTHOVISC, FOR INTRA-ARTICULAR INJECTION, PER DOSE"
J7325,"HYALURONAN OR DERIVATIVE, SYNVISC OR SYNVISC-ONE, FOR INTRA-ARTICULAR INJECTION, 1 MG"
J7326,"HYALURONAN OR DERIVATIVE, GEL-ONE, FOR INTRA-ARTICULAR INJECTION, PER DOSE"
J7327,"HYALURONAN OR DERIVATIVE, MONOVISC, FOR INTRA-ARTICULAR INJECTION, PER DOSE"
J7328,"HYALURONAN OR DERIVATIVE, GELSYN-3, FOR INTRA-ARTICULAR INJECTION, 0.1 MG"
J7329,"HYALURONAN OR DERIVATIVE, TRIVISC, FOR INTRA-ARTICULAR INJECTION, 1 MG"
J7330,"AUTOLOGOUS CULTURED CHONDROCYTES, IMPLANT"
J7335,"CAPSAICIN 8% PATCH, PER 10 SQUARE CENTIMETERS"
J7336,"CAPSAICIN 8% PATCH, PER SQUARE CENTIMETER"
J7340,"CARBIDOPA 5 MG/LEVODOPA 20 MG ENTERAL SUSPENSION, 100 ML"
J7341,"DERMAL (SUBSTITUTE) TISSUE OF NON-HUMAN ORIGIN, WITH OR WITHOUT OTHER BIOENGINEERED OR PROCESSED ELEMENTS, WITH METABOLICALLY ACTIVE ELEMENTS, PER SQUARE CENTIMETER"
J7342,"INSTILLATION, CIPROFLOXACIN OTIC SUSPENSION, 6 MG"
J7343,"DERMAL AND EPIDERMAL, (SUBSTITUTE) TISSUE OF NON-HUMAN ORIGIN, WITH OR WITHOUT OTHER BIOENGINEERED OR PROCESSED ELEMENTS, WITHOUT METABOLICALLY ACTIVE ELEMENTS, PER SQUARE CENTIMETER"
J7344,"DERMAL (SUBSTITUTE) TISSUE OF HUMAN ORIGIN, WITH OR WITHOUT OTHER BIOENGINEERED OR PROCESSED ELEMENTS, WITHOUT METABOLICALLY ACTIVE ELEMENTS, PER SQUARE CENTIMETER"
J7345,"AMINOLEVULINIC ACID HCL FOR TOPICAL ADMINISTRATION, 10% GEL, 10 MG"
J7346,"DERMAL (SUBSTITUTE) TISSUE OF HUMAN ORIGIN, INJECTABLE, WITH OR WITHOUT OTHER BIOENGINEERED OR PROCESSED ELEMENTS, BUT WITHOUT METABOLICALLY ACTIVE ELEMENTS, 1 CC"
J7347,"DERMAL (SUBSTITUTE) TISSUE OF NONHUMAN ORIGIN, WITH OR WITHOUT OTHER BIOENGINEERED OR PROCESSED ELEMENTS, WITHOUT METABOLICALLY ACTIVE ELEMENTS (INTEGRA MATRIX), PER SQUARE CENTIMETER"
J7348,"DERMAL (SUBSTITUTE) TISSUE OF NONHUMAN ORIGIN, WITH OR WITHOUT OTHER BIOENGINEERED OR PROCESSED ELEMENTS, WITHOUT METABOLICALLY ACTIVE ELEMENTS (TISSUEMEND), PER SQUARE CENTIMETER"
J7349,"DERMAL (SUBSTITUTE) TISSUE OF NONHUMAN ORIGIN, WITH OR WITHOUT OTHER BIOENGINEERED OR PROCESSED ELEMENTS, WITHOUT METABOLICALLY ACTIVE ELEMENTS (PRIMATRIX), PER SQUARE CENTIMETER"
J7350,"DERMAL (SUBSTITUTE) TISSUE OF HUMAN ORIGIN, INJECTABLE, WITH OR WITHOUT OTHER BIOENGINEERED OR PROCESSED ELEMENTS, BUT WITHOUT METABOLIZED ACTIVE ELEMENTS, PER 10 MG"
J7500,"AZATHIOPRINE, ORAL, 50 MG"
J7501,"AZATHIOPRINE, PARENTERAL, 100 MG"
J7502,"CYCLOSPORINE, ORAL, 100 MG"
J7503,"TACROLIMUS, EXTENDED RELEASE, (ENVARSUS XR), ORAL, 0.25 MG"
J7504,"LYMPHOCYTE IMMUNE GLOBULIN, ANTITHYMOCYTE GLOBULIN, EQUINE, PARENTERAL, 250 MG"
J7505,"MUROMONAB-CD3, PARENTERAL, 5 MG"
J7506,"PREDNISONE, ORAL, PER 5 MG"
J7507,"TACROLIMUS, IMMEDIATE RELEASE, ORAL, 1 MG"
J7508,"TACROLIMUS, EXTENDED RELEASE, (ASTAGRAF XL), ORAL, 0.1 MG"
J7509,"METHYLPREDNISOLONE ORAL, PER 4 MG"
J7510,"PREDNISOLONE ORAL, PER 5 MG"
J7511,"LYMPHOCYTE IMMUNE GLOBULIN, ANTITHYMOCYTE GLOBULIN, RABBIT, PARENTERAL, 25 MG"
J7512,"PREDNISONE, IMMEDIATE RELEASE OR DELAYED RELEASE, ORAL, 1 MG"
J7513,"DACLIZUMAB, PARENTERAL, 25 MG"
J7515,"CYCLOSPORINE, ORAL, 25 MG"
J7516,"CYCLOSPORIN, PARENTERAL, 250 MG"
J7517,"MYCOPHENOLATE MOFETIL, ORAL, 250 MG"
J7518,"MYCOPHENOLIC ACID, ORAL, 180 MG"
J7520,"SIROLIMUS, ORAL, 1 MG"
J7525,"TACROLIMUS, PARENTERAL, 5 MG"
J7527,"EVEROLIMUS, ORAL, 0.25 MG"
J7599,"IMMUNOSUPPRESSIVE DRUG, NOT OTHERWISE CLASSIFIED"
J7602,"ALBUTEROL, ALL FORMULATIONS INCLUDING SEPARATED ISOMERS, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, CONCENTRATED FORM, PER 1 MG (ALBUTEROL) OR PER 0.5 MG (LEVALBUTEROL)"
J7603,"ALBUTEROL, ALL FORMULATIONS INCLUDING SEPARATED ISOMERS, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, UNIT DOSE, PER 1 MG (ALBUTEROL) OR PER 0.5 MG (LEVALBUTEROL)"
J7604,"ACETYLCYSTEINE, INHALATION SOLUTION, COMPOUNDED PRODUCT, ADMINISTERED THROUGH DME, UNIT DOSE FORM, PER GRAM"
J7605,"ARFORMOTEROL, INHALATION SOLUTION, FDA APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, UNIT DOSE FORM, 15 MICROGRAMS"
J7606,"FORMOTEROL FUMARATE, INHALATION SOLUTION, FDA APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, UNIT DOSE FORM, 20 MICROGRAMS"
J7607,"LEVALBUTEROL, INHALATION SOLUTION, COMPOUNDED PRODUCT, ADMINISTERED THROUGH DME, CONCENTRATED FORM, 0.5 MG"
J7608,"ACETYLCYSTEINE, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, UNIT DOSE FORM, PER GRAM"
J7609,"ALBUTEROL, INHALATION SOLUTION, COMPOUNDED PRODUCT, ADMINISTERED THROUGH DME, UNIT DOSE, 1 MG"
J7610,"ALBUTEROL, INHALATION SOLUTION, COMPOUNDED PRODUCT, ADMINISTERED THROUGH DME, CONCENTRATED FORM, 1 MG"
J7611,"ALBUTEROL, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, CONCENTRATED FORM, 1 MG"
J7612,"LEVALBUTEROL, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, CONCENTRATED FORM, 0.5 MG"
J7613,"ALBUTEROL, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, UNIT DOSE, 1 MG"
J7614,"LEVALBUTEROL, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, UNIT DOSE, 0.5 MG"
J7615,"LEVALBUTEROL, INHALATION SOLUTION, COMPOUNDED PRODUCT, ADMINISTERED THROUGH DME, UNIT DOSE, 0.5 MG"
J7616,"ALBUTEROL, UP TO 5 MG AND IPRATROPIUM BROMIDE, UP TO 1 MG, COMPOUNDED INHALATION SOLUTION, ADMINISTERED THROUGH DME"
J7617,"LEVALBUTEROL, UP TO 2.5 MG AND IPRATROPIUM BROMIDE, UP TO 1 MG, COMPOUNDED INHALATION SOLUTION, ADMINISTERED THROUGH DME"
J7618,"ALBUTEROL, ALL FORMULATIONS INCLUDING SEPARATED ISOMERS, INHALATION SOLUTION ADMINISTERED THROUGH DME, CONCENTRATED FORM, PER 1 MG (ALBUTEROL) OR PER 0.5 MG (LEVALBUTEROL)"
J7619,"ALBUTEROL, ALL FORMULATIONS INCLUDING SEPARATED ISOMERS, INHALATION SOLUTION ADMINISTERED THROUGH DME, UNIT DOSE, PER 1 MG (ALBUTEROL) OR PER 0.5 MG (LEVALBUTEROL)"
J7620,"ALBUTEROL, UP TO 2.5 MG AND IPRATROPIUM BROMIDE, UP TO 0.5 MG, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME"
J7621,"ALBUTEROL, ALL FORMULATIONS, INCLUDING SEPARATED ISOMERS, UP TO 5 MG (ALBUTEROL) OR 2.5 MG (LEVOALBUTEROL), AND IPRATROPIUM BROMIDE, UP TO 1 MG, COMPOUNDED INHALATION SOLUTION, ADMINISTERED THROUGH DME"
J7622,"BECLOMETHASONE, INHALATION SOLUTION, COMPOUNDED PRODUCT, ADMINISTERED THROUGH DME, UNIT DOSE FORM, PER MILLIGRAM"
J7624,"BETAMETHASONE, INHALATION SOLUTION, COMPOUNDED PRODUCT, ADMINISTERED THROUGH DME, UNIT DOSE FORM, PER MILLIGRAM"
J7625,ALBUTEROL SULFATE .5% INJ
J7626,"BUDESONIDE, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, UNIT DOSE FORM, UP TO 0.5 MG"
J7627,"BUDESONIDE, INHALATION SOLUTION, COMPOUNDED PRODUCT, ADMINISTERED THROUGH DME, UNIT DOSE FORM, UP TO 0.5 MG"
J7628,"BITOLTEROL MESYLATE, INHALATION SOLUTION, COMPOUNDED PRODUCT, ADMINISTERED THROUGH DME, CONCENTRATED FORM, PER MILLIGRAM"
J7629,"BITOLTEROL MESYLATE, INHALATION SOLUTION, COMPOUNDED PRODUCT, ADMINISTERED THROUGH DME, UNIT DOSE FORM, PER MILLIGRAM"
J7630,CROMOLYN SODIUM INJECITON
J7631,"CROMOLYN SODIUM, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, UNIT DOSE FORM, PER 10 MILLIGRAMS"
